CHR	CENTER	MEAN_DELTA	N_SNPS
10	4206806	-0.023812	9374
10	4306806	-0.021489	9382
10	4406806	-0.015469	9600
10	4506806	-0.013292	10010
10	4606806	-0.008749	10306
10	4706806	-0.008602	10296
10	4806806	0.002162	10753
10	4906806	0.003655	10454
10	5006806	0.004509	10385
10	5106806	0.011203	9742
10	5206806	0.009274	9659
10	5306806	0.009882	9390
10	5406806	0.005971	9199
10	5506806	0.005209	9137
10	5606806	0.004553	9573
10	5706806	0.011477	10441
10	5806806	0.002347	10786
10	5906806	0.006163	10985
10	6006806	0.003913	10848
10	6106806	0.004973	11447
10	6206806	0.000985	11592
10	6306806	0.002523	11843
10	6406806	0.006522	11871
10	6506806	0.009135	11825
10	6606806	0.013677	11826
10	6706806	0.013223	11371
10	6806806	0.014684	10515
10	6906806	0.011608	10496
10	7006806	0.011682	10713
10	7106806	0.012274	10855
10	7206806	0.011146	11058
10	7306806	0.008785	11079
10	7406806	0.007661	11306
10	7506806	0.005099	11552
10	7606806	-0.011147	11779
10	7706806	-0.019638	12321
10	7806806	-0.019030	13314
10	7906806	-0.019544	13357
10	8006806	-0.015530	13336
10	8106806	-0.020224	13122
10	8206806	-0.015607	13095
10	8306806	-0.018203	13073
10	8406806	-0.019396	12925
10	8506806	-0.019444	12903
10	8606806	-0.010448	12497
10	8706806	-0.003632	11755
10	8806806	-0.002432	11245
10	8906806	-0.005271	10931
10	9006806	-0.006349	11034
10	9106806	-0.004341	10811
10	9206806	-0.000742	10989
10	9306806	0.000653	11996
10	9406806	0.001422	11682
10	9506806	0.003081	10996
10	9606806	0.005095	10257
10	9706806	-0.001819	10295
10	9806806	-0.006397	10139
10	9906806	-0.006576	9832
10	10006806	-0.018195	9428
10	10106806	-0.018738	9357
10	10206806	-0.030022	8961
10	10306806	-0.037472	7506
10	10406806	-0.031788	7827
10	10506806	-0.033049	9175
10	10606806	-0.032497	9745
10	10706806	-0.027132	9833
10	10806806	-0.022658	10028
10	10906806	-0.018350	10291
10	11006806	-0.013800	10395
10	11106806	-0.012484	10473
10	11206806	-0.008119	10478
10	11306806	-0.005467	10606
10	11406806	-0.013007	10690
10	11506806	-0.011434	10112
10	11606806	-0.010250	10234
10	11706806	-0.009197	9740
10	11806806	-0.010289	9443
10	11906806	-0.008283	9860
10	12006806	-0.003884	10043
10	12106806	0.000207	10704
10	12206806	-0.001384	10845
10	12306806	-0.001984	11382
10	12406806	0.000215	11368
10	12506806	0.002316	11395
10	12606806	0.002222	11029
10	12706806	0.000902	11668
10	12806806	0.002712	12007
10	12906806	0.001052	12049
10	13006806	-0.003533	12337
10	13106806	-0.010469	11554
10	13206806	-0.009996	11292
10	13306806	-0.008138	10725
10	13406806	-0.005622	10673
10	13506806	-0.007374	10350
10	13606806	-0.006495	10994
10	13706806	-0.008173	11085
10	13806806	-0.008478	11282
10	13906806	-0.007458	11566
10	14006806	-0.004717	11442
10	14106806	-0.001328	11571
10	14206806	-0.003964	11549
10	14306806	-0.004692	11464
10	14406806	-0.007106	11200
10	14506806	-0.007103	10954
10	14606806	-0.006819	9993
10	14706806	-0.005773	9358
10	14806806	-0.005399	8747
10	14906806	-0.008634	7919
10	15006806	-0.008919	7384
10	15106806	-0.007864	7200
10	15206806	-0.003076	7401
10	15306806	-0.000676	7777
10	15406806	0.004825	7849
10	15506806	0.007903	7739
10	15606806	0.010160	8176
10	15706806	0.011529	8232
10	15806806	0.010687	8492
10	15906806	0.014611	8807
10	16006806	0.014699	9403
10	16106806	0.012205	9640
10	16206806	0.011749	9952
10	16306806	0.004586	10314
10	16406806	0.002027	10167
10	16506806	0.000877	9997
10	16606806	-0.002937	9751
10	16706806	-0.010779	9832
10	16806806	-0.014667	9793
10	16906806	-0.016370	9584
10	17006806	-0.017430	9426
10	17106806	-0.014383	9301
10	17206806	-0.017007	9348
10	17306806	-0.007322	9037
10	17406806	-0.007956	9264
10	17506806	-0.005941	9756
10	17606806	-0.005354	9935
10	17706806	-0.001320	10403
10	17806806	0.003000	10385
10	17906806	0.002942	10382
10	18006806	0.000313	10013
10	18106806	0.001029	10167
10	18206806	0.001251	9964
10	18306806	-0.001435	9761
10	18406806	-0.003072	9821
10	18506806	-0.007124	9702
10	18606806	-0.003241	9775
10	18706806	-0.000228	8955
10	18806806	-0.002998	8016
10	18906806	-0.005692	7209
10	19006806	-0.002008	6432
10	19106806	-0.005240	5364
10	19206806	-0.000881	4286
10	19306806	-0.004615	3515
10	19406806	-0.000580	2514
10	19506806	0.012483	1596
10	19606806	-0.011681	632
10	19706806	0.038746	24
10	19806806	0.042110	10
11	501819	0.008537	7410
11	601819	0.007129	8422
11	701819	0.007101	9546
11	801819	0.003306	10102
11	901819	0.002780	10629
11	1001819	0.006479	11199
11	1101819	0.006435	11554
11	1201819	0.005678	11779
11	1301819	0.001177	11926
11	1401819	0.000171	11620
11	1501819	0.000345	11544
11	1601819	0.004874	11533
11	1701819	0.002698	11794
11	1801819	0.004557	11938
11	1901819	0.005065	11633
11	2001819	0.000634	12001
11	2101819	0.002555	11336
11	2201819	0.001606	11036
11	2301819	0.005171	10881
11	2401819	0.004714	10806
11	2501819	0.009317	10724
11	2601819	0.006204	10630
11	2701819	0.010868	10567
11	2801819	0.013329	10305
11	2901819	0.009830	10874
11	3001819	0.011980	10515
11	3101819	0.008986	11069
11	3201819	0.007286	12062
11	3301819	0.005201	12530
11	3401819	0.005072	12746
11	3501819	-0.000945	12751
11	3601819	-0.002010	13039
11	3701819	-0.003541	12613
11	3801819	-0.005997	12330
11	3901819	-0.004116	11622
11	4001819	-0.004861	11248
11	4101819	-0.003471	10777
11	4201819	0.000980	9436
11	4301819	0.007826	8683
11	4401819	0.005447	8646
11	4501819	0.005941	8579
11	4601819	0.004124	8142
11	4701819	0.002425	8493
11	4801819	0.002255	8824
11	4901819	0.000185	9360
11	5001819	-0.001361	9489
11	5101819	-0.004589	9074
11	5201819	-0.007194	9043
11	5301819	-0.010279	9066
11	5401819	-0.009050	9083
11	5501819	-0.007243	10232
11	5601819	-0.007053	10536
11	5701819	-0.008411	9939
11	5801819	-0.001487	9899
11	5901819	0.000278	9154
11	6001819	-0.000545	9122
11	6101819	0.000398	9170
11	6201819	-0.002789	9615
11	6301819	-0.003008	10315
11	6401819	-0.003931	10608
11	6501819	-0.002142	8960
11	6601819	0.001235	8409
11	6701819	0.002328	8504
11	6801819	0.003762	9214
11	6901819	0.003044	9956
11	7001819	0.004982	9684
11	7101819	0.003728	9858
11	7201819	0.005169	9388
11	7301819	-0.008783	8902
11	7401819	-0.005835	8630
11	7501819	-0.007180	9815
11	7601819	-0.007603	10001
11	7701819	-0.014012	10546
11	7801819	-0.028402	10180
11	7901819	-0.029522	9946
11	8001819	-0.026288	10343
11	8101819	-0.029301	10317
11	8201819	-0.028654	10276
11	8301819	-0.017455	9984
11	8401819	-0.017142	9884
11	8501819	-0.024370	9082
11	8601819	-0.027755	9310
11	8701819	-0.016441	8886
11	8801819	-0.004815	8538
11	8901819	-0.005576	8338
11	9001819	-0.007212	8316
11	9101819	-0.004122	8325
11	9201819	0.003739	8913
11	9301819	0.003644	9658
11	9401819	-0.004522	9904
11	9501819	-0.004492	9864
11	9601819	-0.005353	10434
11	9701819	-0.006020	10656
11	9801819	-0.013673	10730
11	9901819	-0.007784	11482
11	10001819	-0.012992	12787
11	10101819	-0.012503	13392
11	10201819	-0.015645	13329
11	10301819	-0.016824	13636
11	10401819	-0.009081	13677
11	10501819	-0.002379	13417
11	10601819	0.001482	12658
11	10701819	0.002180	12923
11	10801819	0.007530	13351
11	10901819	0.007043	12480
11	11001819	0.013973	11407
11	11101819	0.016894	10517
11	11201819	0.011669	10139
11	11301819	0.017923	9311
11	11401819	0.017694	9108
11	11501819	0.009096	10006
11	11601819	0.008529	10773
11	11701819	0.006631	10446
11	11801819	0.002744	10471
11	11901819	-0.001004	10938
11	12001819	0.003528	11117
11	12101819	-0.002562	11614
11	12201819	0.000855	12257
11	12301819	0.002627	12618
11	12401819	0.000412	12147
11	12501819	-0.000455	11679
11	12601819	-0.004450	11102
11	12701819	-0.007050	11333
11	12801819	-0.006491	11559
11	12901819	-0.007993	11520
11	13001819	-0.010548	11241
11	13101819	0.005525	11417
11	13201819	0.003917	11066
11	13301819	-0.003062	10496
11	13401819	-0.000315	10990
11	13501819	0.002818	11056
11	13601819	0.006430	10954
11	13701819	0.004423	10742
11	13801819	0.004430	9553
11	13901819	0.005864	9189
11	14001819	0.006916	9120
11	14101819	-0.002255	9390
11	14201819	-0.006346	9682
11	14301819	-0.002781	10039
11	14401819	0.000555	10229
11	14501819	-0.000047	10252
11	14601819	-0.000272	10660
11	14701819	0.003827	10586
11	14801819	0.006353	11218
11	14901819	0.005483	11601
11	15001819	0.001418	11903
11	15101819	0.000203	11264
11	15201819	0.002028	11217
11	15301819	-0.001188	11484
11	15401819	-0.005699	11270
11	15501819	-0.001404	11011
11	15601819	-0.002596	10508
11	15701819	-0.001595	10431
11	15801819	-0.005447	10018
11	15901819	-0.002091	9918
11	16001819	-0.001777	9652
11	16101819	-0.004989	9460
11	16201819	-0.000927	9441
11	16301819	0.005879	9056
11	16401819	0.008397	8916
11	16501819	0.005847	9009
11	16601819	0.008844	9059
11	16701819	0.005670	8885
11	16801819	0.009799	9259
11	16901819	0.010116	8869
11	17001819	0.011245	8746
11	17101819	0.012921	8717
11	17201819	0.013715	8395
11	17301819	0.010014	8444
11	17401819	0.002132	8395
11	17501819	0.000223	8686
11	17601819	-0.002688	8848
11	17701819	-0.000699	8787
11	17801819	-0.006141	8489
11	17901819	-0.002504	8893
11	18001819	0.001658	9238
11	18101819	-0.002595	9311
11	18201819	-0.007793	9140
11	18301819	-0.006514	9280
11	18401819	0.000143	9229
11	18501819	-0.001101	8626
11	18601819	-0.002828	8736
11	18701819	-0.006342	8691
11	18801819	-0.004193	8107
11	18901819	-0.010156	6994
11	19001819	-0.016878	5785
11	19101819	-0.011657	5055
11	19201819	-0.003336	4348
11	19301819	-0.009328	3333
11	19401819	-0.022274	2608
11	19501819	-0.021464	2019
11	19601819	-0.021375	955
11	19701819	0.004369	329
11	19801819	0.032998	66
11	19901819	0.052371	50
12	541373	-0.006086	9190
12	641373	-0.006055	9901
12	741373	-0.015621	9812
12	841373	-0.015097	9840
12	941373	-0.017042	9461
12	1041373	-0.015377	9149
12	1141373	-0.013578	9260
12	1241373	-0.008039	9411
12	1341373	-0.007781	9043
12	1441373	-0.011821	8997
12	1541373	-0.003892	8381
12	1641373	-0.004175	8421
12	1741373	0.002558	8369
12	1841373	0.010471	8850
12	1941373	0.010565	9010
12	2041373	0.015639	9252
12	2141373	0.014367	9262
12	2241373	0.008256	9403
12	2341373	0.013893	9936
12	2441373	0.017718	10422
12	2541373	0.019010	10605
12	2641373	0.021687	10464
12	2741373	0.022577	10331
12	2841373	0.018135	10018
12	2941373	0.018035	9522
12	3041373	0.014230	9315
12	3141373	0.016782	9213
12	3241373	0.019317	9339
12	3341373	0.017987	9334
12	3441373	0.010385	9506
12	3541373	0.005501	9388
12	3641373	0.002681	9681
12	3741373	0.001488	10135
12	3841373	-0.001460	10178
12	3941373	-0.002061	10655
12	4041373	0.001283	10890
12	4141373	0.001094	10771
12	4241373	-0.000299	10375
12	4341373	-0.003246	9969
12	4441373	0.000200	9527
12	4541373	0.001630	9180
12	4641373	0.000698	8856
12	4741373	0.000764	8869
12	4841373	-0.002102	8841
12	4941373	-0.005630	8577
12	5041373	-0.009881	8505
12	5141373	-0.003864	9209
12	5241373	-0.001815	9784
12	5341373	0.005040	10101
12	5441373	0.005175	10108
12	5541373	0.009918	10905
12	5641373	0.010923	11606
12	5741373	0.006956	11521
12	5841373	0.011786	11547
12	5941373	0.014652	11827
12	6041373	0.015278	11734
12	6141373	0.010767	11388
12	6241373	0.011655	11323
12	6341373	0.003659	11168
12	6441373	-0.001292	11172
12	6541373	-0.003973	11150
12	6641373	-0.003975	10988
12	6741373	-0.002749	10651
12	6841373	-0.007930	11022
12	6941373	0.005416	11841
12	7041373	0.006711	11957
12	7141373	0.006524	11337
12	7241373	0.009319	10862
12	7341373	0.010918	10337
12	7441373	0.019751	10008
12	7541373	0.017301	9600
12	7641373	0.012661	9501
12	7741373	0.021386	9718
12	7841373	0.035002	9150
12	7941373	0.019415	8017
12	8041373	0.025337	7719
12	8141373	0.027959	7710
12	8241373	0.021043	7703
12	8341373	0.020750	7861
12	8441373	0.020749	7662
12	8541373	0.019500	7637
12	8641373	0.026256	7571
12	8741373	0.016458	7304
12	8841373	0.002274	7875
12	8941373	0.005829	8699
12	9041373	0.002262	8880
12	9141373	-0.012387	9894
12	9241373	-0.004433	10091
12	9341373	-0.008407	10368
12	9441373	-0.008501	11012
12	9541373	-0.009638	10553
12	9641373	-0.010244	10386
12	9741373	-0.012944	10217
12	9841373	-0.015460	9862
12	9941373	-0.012250	9472
12	10041373	-0.026440	9999
12	10141373	-0.003487	9793
12	10241373	-0.004932	10560
12	10341373	0.005364	10328
12	10441373	0.003914	10194
12	10541373	0.005691	10962
12	10641373	0.004328	10972
12	10741373	0.009852	11151
12	10841373	0.012251	11093
12	10941373	0.008918	11261
12	11041373	0.027073	11021
12	11141373	0.022439	10712
12	11241373	0.019147	9741
12	11341373	0.013272	9881
12	11441373	0.014114	9830
12	11541373	0.018962	10143
12	11641373	0.025976	10389
12	11741373	0.020534	10969
12	11841373	0.022059	11636
12	11941373	0.018129	11063
12	12041373	0.013077	10529
12	12141373	0.011609	10562
12	12241373	0.007965	10902
12	12341373	0.006452	10801
12	12441373	0.004983	11060
12	12541373	0.005295	10802
12	12641373	-0.001641	10718
12	12741373	0.003689	11020
12	12841373	0.009340	10655
12	12941373	0.009169	11127
12	13041373	0.009848	11515
12	13141373	0.005644	11306
12	13241373	0.006549	11232
12	13341373	0.005425	11432
12	13441373	0.003856	11285
12	13541373	-0.002287	10773
12	13641373	-0.013583	10965
12	13741373	-0.018450	10218
12	13841373	-0.018463	10391
12	13941373	-0.016939	9830
12	14041373	-0.017790	10145
12	14141373	-0.014147	9877
12	14241373	-0.012095	9577
12	14341373	-0.006102	9733
12	14441373	-0.006925	9459
12	14541373	-0.014308	9764
12	14641373	-0.003533	9526
12	14741373	-0.003495	9869
12	14841373	-0.004749	9473
12	14941373	0.000731	9524
12	15041373	-0.000441	9245
12	15141373	0.002481	9666
12	15241373	0.001532	10316
12	15341373	0.000608	10460
12	15441373	0.002738	10304
12	15541373	0.013409	10217
12	15641373	0.016977	10789
12	15741373	0.014946	10869
12	15841373	0.007923	10818
12	15941373	-0.000909	11228
12	16041373	0.001802	10657
12	16141373	-0.001913	10313
12	16241373	0.001140	10097
12	16341373	0.000628	9986
12	16441373	0.012461	11756
12	16541373	0.015687	12040
12	16641373	0.015507	11636
12	16741373	0.023508	11470
12	16841373	0.022291	11284
12	16941373	0.024518	10833
12	17041373	0.023433	11005
12	17141373	0.032461	11670
12	17241373	0.031374	11281
12	17341373	0.027306	11370
12	17441373	0.019149	10070
12	17541373	0.013517	9657
12	17641373	0.013962	9727
12	17741373	0.008611	9717
12	17841373	0.012331	9735
12	17941373	0.016087	10138
12	18041373	0.016907	10206
12	18141373	0.003567	9805
12	18241373	0.002694	9846
12	18341373	0.005115	9187
12	18441373	0.004067	8527
12	18541373	0.004982	7714
12	18641373	0.003287	6441
12	18741373	0.002905	5435
12	18841373	0.003277	4763
12	18941373	-0.002438	3551
12	19041373	-0.010015	2722
12	19141373	-0.005249	1771
12	19241373	-0.004705	1002
12	19341373	0.011329	500
12	19441373	-0.013451	97
12	19541373	-0.015096	85
12	19641373	-0.012715	77
12	19741373	-0.009001	61
12	19841373	-0.013720	5
13	501309	-0.019060	4529
13	601309	-0.020870	5417
13	701309	-0.020111	5997
13	801309	-0.021622	6969
13	901309	-0.024519	7772
13	1001309	-0.025778	7986
13	1101309	-0.024262	8100
13	1201309	-0.027053	7831
13	1301309	-0.020340	7765
13	1401309	-0.018356	7441
13	1501309	-0.015329	7275
13	1601309	-0.013185	7194
13	1701309	-0.012083	7602
13	1801309	-0.009036	7870
13	1901309	-0.002773	7974
13	2001309	0.000842	8252
13	2101309	-0.003337	8431
13	2201309	-0.003168	8991
13	2301309	-0.002380	9181
13	2401309	-0.003657	9464
13	2501309	0.003722	9842
13	2601309	0.008725	10249
13	2701309	0.005775	10848
13	2801309	0.014453	10815
13	2901309	0.011068	10825
13	3001309	0.005642	11510
13	3101309	0.004347	12040
13	3201309	0.005501	12042
13	3301309	0.001299	12025
13	3401309	0.006841	12061
13	3501309	0.001170	12446
13	3601309	-0.003087	12808
13	3701309	0.001172	12263
13	3801309	-0.007036	12104
13	3901309	-0.006506	12153
13	4001309	-0.002343	12016
13	4101309	0.001860	11508
13	4201309	-0.003393	11473
13	4301309	-0.000967	11183
13	4401309	-0.005143	11690
13	4501309	-0.008978	11280
13	4601309	-0.006083	10557
13	4701309	-0.005587	10494
13	4801309	-0.004212	10318
13	4901309	-0.003532	10197
13	5001309	-0.006987	9899
13	5101309	-0.010671	9563
13	5201309	-0.006505	9251
13	5301309	-0.004612	9497
13	5401309	-0.004192	8848
13	5501309	-0.003899	8843
13	5601309	-0.003950	8991
13	5701309	-0.007343	9205
13	5801309	-0.004346	8982
13	5901309	-0.003118	8787
13	6001309	-0.003081	8626
13	6101309	-0.004717	9295
13	6201309	-0.004576	9463
13	6301309	-0.003399	9405
13	6401309	-0.002136	9542
13	6501309	0.000042	8952
13	6601309	-0.004953	8622
13	6701309	-0.004587	7830
13	6801309	-0.008394	8158
13	6901309	-0.010676	8710
13	7001309	-0.014815	9362
13	7101309	-0.011293	9033
13	7201309	-0.009030	9210
13	7301309	-0.007887	9393
13	7401309	-0.012082	9298
13	7501309	-0.012915	9681
13	7601309	-0.012449	9878
13	7701309	-0.011333	10066
13	7801309	-0.010325	9670
13	7901309	-0.002756	9506
13	8001309	0.002610	8752
13	8101309	-0.000388	8534
13	8201309	0.000650	8382
13	8301309	-0.000087	8020
13	8401309	-0.000626	8308
13	8501309	-0.001288	8550
13	8601309	0.004066	8668
13	8701309	0.009714	9151
13	8801309	0.006419	9258
13	8901309	-0.001999	8909
13	9001309	-0.005097	9850
13	9101309	-0.003123	10225
13	9201309	-0.005642	9992
13	9301309	-0.006530	9762
13	9401309	-0.004944	9659
13	9501309	-0.000889	9176
13	9601309	-0.003583	9180
13	9701309	-0.013181	8999
13	9801309	-0.014621	9174
13	9901309	-0.007508	9529
13	10001309	0.001239	9342
13	10101309	-0.001377	9285
13	10201309	-0.000286	9461
13	10301309	-0.001728	9982
13	10401309	0.000844	9469
13	10501309	-0.002259	9425
13	10601309	-0.001618	8999
13	10701309	0.002269	8999
13	10801309	0.006500	8479
13	10901309	0.002431	7907
13	11001309	-0.001327	6875
13	11101309	-0.000123	6444
13	11201309	0.002550	6667
13	11301309	0.010667	6564
13	11401309	0.007061	6689
13	11501309	0.006852	6845
13	11601309	0.004532	6996
13	11701309	0.000539	7243
13	11801309	-0.003845	7707
13	11901309	-0.000490	8254
13	12001309	-0.002589	9110
13	12101309	-0.003993	9690
13	12201309	-0.005826	9653
13	12301309	-0.010315	9427
13	12401309	-0.014743	10118
13	12501309	-0.018496	10190
13	12601309	-0.015840	11004
13	12701309	-0.015168	11350
13	12801309	-0.013348	11232
13	12901309	-0.014820	10897
13	13001309	-0.014102	10361
13	13101309	-0.012282	10439
13	13201309	-0.024814	10651
13	13301309	-0.021168	10809
13	13401309	-0.023938	10107
13	13501309	-0.017892	10358
13	13601309	-0.017467	9601
13	13701309	-0.016848	9280
13	13801309	-0.013012	9578
13	13901309	-0.013770	9798
13	14001309	-0.011325	10038
13	14101309	-0.008213	9761
13	14201309	0.006226	9596
13	14301309	-0.000008	9782
13	14401309	0.006926	10214
13	14501309	0.006709	10122
13	14601309	0.004535	10197
13	14701309	0.005031	9863
13	14801309	0.003123	9813
13	14901309	-0.000795	10076
13	15001309	-0.001713	10124
13	15101309	-0.006429	10176
13	15201309	-0.005342	9893
13	15301309	-0.003751	9835
13	15401309	-0.003638	10045
13	15501309	-0.003015	9954
13	15601309	-0.004112	10365
13	15701309	-0.003620	10504
13	15801309	-0.002274	11287
13	15901309	0.000128	11121
13	16001309	-0.000679	10907
13	16101309	-0.000260	10694
13	16201309	-0.006683	11195
13	16301309	-0.004312	10885
13	16401309	-0.000550	10548
13	16501309	0.004115	10491
13	16601309	0.002735	10272
13	16701309	0.002602	10340
13	16801309	0.002798	9357
13	16901309	0.007568	9247
13	17001309	0.010004	9495
13	17101309	0.010417	9723
13	17201309	0.014432	9318
13	17301309	0.014774	9252
13	17401309	0.009408	9361
13	17501309	-0.003090	10624
13	17601309	-0.001049	11014
13	17701309	-0.003446	10696
13	17801309	-0.000397	10789
13	17901309	-0.003298	10208
13	18001309	-0.007021	9229
13	18101309	-0.005244	8152
13	18201309	-0.003040	7237
13	18301309	-0.005870	6537
13	18401309	-0.006604	5483
13	18501309	0.009719	3372
13	18601309	0.016630	1942
13	18701309	0.041366	1223
13	18801309	0.008683	358
13	18901309	0.003330	44
13	19001309	0.008789	19
14	504573	-0.005673	9977
14	604573	-0.007609	10645
14	704573	-0.006382	10520
14	804573	-0.001316	10407
14	904573	0.003249	10933
14	1004573	0.007482	10770
14	1104573	0.003667	10298
14	1204573	0.008435	10501
14	1304573	0.014176	10879
14	1404573	0.014758	11337
14	1504573	0.016869	11181
14	1604573	0.014076	11784
14	1704573	0.013131	11931
14	1804573	0.014706	11657
14	1904573	0.012850	11551
14	2004573	0.011079	11572
14	2104573	0.010221	11444
14	2204573	0.004315	11536
14	2304573	-0.002820	11283
14	2404573	-0.009090	11364
14	2504573	-0.008539	11959
14	2604573	-0.006994	11483
14	2704573	-0.006274	11247
14	2804573	-0.012639	11646
14	2904573	-0.011657	11397
14	3004573	-0.013117	11099
14	3104573	-0.011124	11070
14	3204573	-0.006069	10890
14	3304573	-0.003710	10915
14	3404573	-0.002360	10413
14	3504573	-0.002730	9909
14	3604573	-0.001327	9763
14	3704573	0.001274	9825
14	3804573	0.000834	9894
14	3904573	-0.000888	10326
14	4004573	-0.004806	10484
14	4104573	-0.003019	10360
14	4204573	-0.009725	10395
14	4304573	-0.006520	10262
14	4404573	-0.013668	10771
14	4504573	-0.010853	10899
14	4604573	-0.004238	11037
14	4704573	-0.008897	11072
14	4804573	0.001618	11010
14	4904573	-0.005274	10767
14	5004573	-0.009386	10978
14	5104573	-0.011191	11131
14	5204573	-0.010630	11420
14	5304573	-0.014154	11689
14	5404573	-0.004070	11387
14	5504573	-0.007568	10981
14	5604573	-0.013483	10821
14	5704573	-0.010234	10403
14	5804573	-0.016453	9988
14	5904573	-0.012284	9438
14	6004573	-0.008020	9387
14	6104573	-0.008404	9258
14	6204573	-0.007682	8572
14	6304573	-0.001455	8271
14	6404573	0.000907	8132
14	6504573	-0.005982	7974
14	6604573	-0.010434	8291
14	6704573	-0.015953	8520
14	6804573	-0.015816	8706
14	6904573	-0.012283	9165
14	7004573	-0.007082	8896
14	7104573	0.000398	9154
14	7204573	-0.000960	9782
14	7304573	-0.004902	9796
14	7404573	-0.007292	10002
14	7504573	0.000607	10398
14	7604573	0.002693	10421
14	7704573	0.007960	10298
14	7804573	0.009197	10521
14	7904573	0.007763	10352
14	8004573	-0.000346	10705
14	8104573	-0.007158	10629
14	8204573	0.003746	10776
14	8304573	0.000110	10865
14	8404573	-0.007246	10796
14	8504573	-0.014926	11141
14	8604573	-0.017210	11076
14	8704573	-0.017007	11400
14	8804573	-0.021924	11386
14	8904573	-0.023907	12278
14	9004573	-0.016493	12117
14	9104573	-0.011644	12161
14	9204573	-0.018363	11689
14	9304573	-0.017980	11149
14	9404573	-0.013097	10686
14	9504573	-0.011368	9799
14	9604573	-0.011096	9497
14	9704573	-0.011471	9439
14	9804573	-0.008622	9261
14	9904573	-0.002762	8331
14	10004573	-0.003993	7755
14	10104573	-0.012602	7814
14	10204573	-0.011903	7789
14	10304573	-0.008345	8503
14	10404573	-0.003081	8889
14	10504573	-0.000855	9407
14	10604573	0.002436	10040
14	10704573	0.008500	10108
14	10804573	0.010528	9869
14	10904573	0.009609	9988
14	11004573	0.005828	10266
14	11104573	0.005992	10414
14	11204573	0.005142	10457
14	11304573	0.005182	10278
14	11404573	0.003404	10248
14	11504573	0.007251	10600
14	11604573	0.008955	10081
14	11704573	-0.012768	10654
14	11804573	-0.009149	10812
14	11904573	-0.010818	11069
14	12004573	-0.007656	11133
14	12104573	-0.008035	11102
14	12204573	-0.006034	11163
14	12304573	-0.002228	11419
14	12404573	-0.002944	11295
14	12504573	-0.004666	10803
14	12604573	-0.001385	10676
14	12704573	0.016180	10067
14	12804573	0.010371	10529
14	12904573	0.013340	10951
14	13004573	0.011572	11168
14	13104573	0.011126	11677
14	13204573	0.010366	11800
14	13304573	0.004770	11333
14	13404573	0.003806	11419
14	13504573	-0.000933	11176
14	13604573	-0.007615	11386
14	13704573	-0.009341	11230
14	13804573	-0.008857	11114
14	13904573	-0.014169	11075
14	14004573	-0.013419	11344
14	14104573	-0.012916	11007
14	14204573	-0.012111	10848
14	14304573	-0.006874	10985
14	14404573	-0.004794	10893
14	14504573	-0.001546	11562
14	14604573	0.005044	11620
14	14704573	0.007036	11535
14	14804573	0.005832	11064
14	14904573	0.010035	10294
14	15004573	0.010253	9741
14	15104573	0.010648	9216
14	15204573	0.006584	9167
14	15304573	0.002176	9059
14	15404573	-0.000731	9067
14	15504573	-0.000853	8445
14	15604573	-0.004068	8370
14	15704573	-0.003209	8484
14	15804573	-0.004141	8787
14	15904573	-0.004890	8853
14	16004573	-0.006774	9240
14	16104573	-0.006564	9475
14	16204573	-0.008441	9893
14	16304573	-0.007263	10355
14	16404573	-0.006796	10550
14	16504573	-0.005495	11043
14	16604573	-0.007032	11091
14	16704573	-0.007194	11109
14	16804573	-0.004386	10835
14	16904573	-0.004557	11089
14	17004573	-0.004210	10603
14	17104573	-0.002082	10534
14	17204573	0.001971	10071
14	17304573	0.002349	9672
14	17404573	0.001812	9154
14	17504573	0.000241	8842
14	17604573	0.003476	9054
14	17704573	-0.000016	8690
14	17804573	0.001545	8657
14	17904573	0.002679	8172
14	18004573	0.004708	7519
14	18104573	0.003220	6547
14	18204573	0.002765	5609
14	18304573	0.002874	4745
14	18404573	0.005330	4190
14	18504573	0.005199	3228
14	18604573	-0.005693	2060
14	18704573	0.007162	1388
14	18804573	-0.004476	664
14	18904573	-0.011523	87
15	519890	-0.006141	8085
15	619890	-0.004682	8408
15	719890	-0.008151	8587
15	819890	-0.008920	9261
15	919890	-0.006915	9683
15	1019890	-0.002116	9967
15	1119890	0.000249	10289
15	1219890	0.000437	9935
15	1319890	0.000955	9377
15	1419890	0.001634	9325
15	1519890	0.009885	9578
15	1619890	0.010154	10028
15	1719890	0.010994	9978
15	1819890	0.014458	9913
15	1919890	0.013353	10124
15	2019890	0.009231	9967
15	2119890	0.010233	9573
15	2219890	0.011474	9547
15	2319890	0.009557	9646
15	2419890	0.003565	10187
15	2519890	-0.003028	10302
15	2619890	-0.004110	10094
15	2719890	0.003955	10249
15	2819890	0.003652	10156
15	2919890	0.000911	10303
15	3019890	0.004555	10347
15	3119890	0.005367	10680
15	3219890	0.006787	10579
15	3319890	0.007859	10922
15	3419890	0.009768	10977
15	3519890	0.010431	10728
15	3619890	0.010471	10865
15	3719890	0.006671	10554
15	3819890	0.005775	10220
15	3919890	0.011586	9610
15	4019890	0.009169	9754
15	4119890	0.004993	9906
15	4219890	0.005193	9515
15	4319890	0.003877	9193
15	4419890	0.001280	8781
15	4519890	-0.004233	8683
15	4619890	-0.004020	8739
15	4719890	-0.006722	8738
15	4819890	-0.007975	8991
15	4919890	-0.010269	9346
15	5019890	-0.004444	9256
